brand;model;car_year;mileage;body_type;price;link
ВАЗ (LADA);Kalina;2014;211000;Универсал;425000.0;https://www.avito.ru/bashkortostan_blagoveschensk/avtomobili/vaz_lada_kalina_1.6_mt_2014_211000km_3384044675
ВАЗ (LADA);2112;2004;118352;Хетчбэк;295000.0;https://www.avito.ru/rostov-na-donu/avtomobili/vaz_lada_2112_1.6_mt_2004_118352km_3220724441
ВАЗ (LADA);2107;2011;170000;Седан;250000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_2107_1.6_mt_2011_170000km_3324999760
ВАЗ (LADA);Vesta;2021;61000;Седан;1120000.0;https://www.avito.ru/armavir/avtomobili/vaz_lada_vesta_1.6_mt_2021_61000km_3386613615
ВАЗ (LADA);Vesta;2018;46917;Седан;1150000.0;https://www.avito.ru/cherepovets/avtomobili/vaz_lada_vesta_1.6_mt_2018_46917km_3498061302
ВАЗ (LADA);Granta;2015;80000;Седан;450000.0;https://www.avito.ru/semibratovo/avtomobili/vaz_lada_granta_1.6_mt_2015_80000km_3569939722
УАЗ;Patriot;2018;103000;Внедорожник;1035000.0;https://www.avito.ru/ekaterinburg/avtomobili/uaz_patriot_2.7_mt_2018_103000km_3313262786
ВАЗ (LADA);2104;2000;100000;Универсал;88000.0;https://www.avito.ru/suzdal/avtomobili/vaz_lada_2104_1.5_mt_2000_100000km_3412399077
ВАЗ (LADA);2114 Samara;2005;250000;Хетчбэк;220000.0;https://www.avito.ru/pyatigorsk/avtomobili/vaz_lada_2114_samara_1.5_mt_2005_250000km_3179589365
ВАЗ (LADA);2101;1971;27167;Седан;470000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2101_1.2_mt_1971_27167km_3053956974
ВАЗ (LADA);Niva Travel;2021;42127;Внедорожник;1150000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_niva_travel_1.7_mt_2021_42127km_3397540469
ВАЗ (LADA);Priora;2009;340000;Хетчбэк;250000.0;https://www.avito.ru/omsk/avtomobili/vaz_lada_priora_1.6_mt_2009_340000km_3342340768
ВАЗ (LADA);Priora;2011;187000;Седан;380000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_priora_1.6_mt_2011_187000km_3325880759
УАЗ;Patriot;2011;92000;Внедорожник;620000.0;https://www.avito.ru/omskaya_oblast_muromtsevo/avtomobili/uaz_patriot_2.7_mt_2011_92000km_3253638911
ВАЗ (LADA);Largus;2018;170000;Универсал;750000.0;https://www.avito.ru/tver/avtomobili/vaz_lada_largus_1.6_mt_2018_170000km_3442808674
ВАЗ (LADA);Kalina;2010;172361;Хетчбэк;280000.0;https://www.avito.ru/kurskaya_oblast_zheleznogorsk/avtomobili/vaz_lada_kalina_1.6_mt_2010_172361km_3397577723
ВАЗ (LADA);Granta;2022;17000;Седан;835000.0;https://www.avito.ru/kazan/avtomobili/vaz_lada_granta_1.6_mt_2022_17000km_3443002821
ГАЗ;ГАЗель 3302;2009;200000;Фургон;800000.0;https://www.avito.ru/polevskoy/avtomobili/gaz_gazel_3302_2.3_mt_2009_200000km_2984225631
ВАЗ (LADA);2115 Samara;2008;200000;Седан;149000.0;https://www.avito.ru/nizhniy_novgorod/avtomobili/vaz_lada_2115_samara_1.6_mt_2008_200000km_3326593547
ВАЗ (LADA);Kalina;2011;166000;Универсал;215000.0;https://www.avito.ru/cheboksary/avtomobili/vaz_lada_kalina_1.6_mt_2011_166000km_3342107813
ВАЗ (LADA);2112;2004;181000;Хетчбэк;120000.0;https://www.avito.ru/askarovo/avtomobili/vaz_lada_2112_1.5_mt_2004_181000km_3418326919
ВАЗ (LADA);Kalina;2013;97200;Универсал;339000.0;https://www.avito.ru/izhevsk/avtomobili/vaz_lada_kalina_1.6_mt_2013_97200km_3497926605
ВАЗ (LADA);Granta;2019;79000;Седан;757000.0;https://www.avito.ru/perm/avtomobili/vaz_lada_granta_1.6_mt_2019_79000km_3335574195
ВАЗ (LADA);Priora;2008;153000;Хетчбэк;230000.0;https://www.avito.ru/sergievsk/avtomobili/vaz_lada_priora_1.6_mt_2008_153000km_2984329197
ВАЗ (LADA);Priora;2012;195100;Хетчбэк;420000.0;https://www.avito.ru/domodedovo/avtomobili/vaz_lada_priora_1.6_mt_2012_195100km_2909437690
ВАЗ (LADA);2110;2005;150000;Седан;149000.0;https://www.avito.ru/saratov/avtomobili/vaz_lada_2110_1.6_mt_2005_150000km_3231662140
ВАЗ (LADA);Priora;2008;89600;Хетчбэк;355000.0;https://www.avito.ru/morshansk/avtomobili/vaz_lada_priora_1.6_mt_2008_89600km_3247191460
ВАЗ (LADA);2110;2003;239000;Седан;118000.0;https://www.avito.ru/rasskazovo/avtomobili/vaz_lada_2110_1.5_mt_2003_239000km_3467678110
ГАЗ;ГАЗель 2747;2008;400000;Фургон;630000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_2747_2.5_mt_2008_400000km_3416552762
ВАЗ (LADA);Granta Cross;2022;20700;Универсал;1200000.0;https://www.avito.ru/stavropol/avtomobili/vaz_lada_granta_cross_1.6_mt_2022_20700km_3065689904
ВАЗ (LADA);Kalina;2011;150000;Универсал;215000.0;https://www.avito.ru/ivanovo/avtomobili/vaz_lada_kalina_1.6_mt_2011_150000km_3299702122
ВАЗ (LADA);2115 Samara;2004;345000;Седан;90000.0;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_2115_samara_1.5_mt_2004_345000km_3292012677
ВАЗ (LADA);Priora;2015;104000;Хетчбэк;649000.0;https://www.avito.ru/syktyvkar/avtomobili/vaz_lada_priora_1.6_mt_2015_104000km_3497692422
ВАЗ (LADA);Priora;2011;167000;Хетчбэк;370000.0;https://www.avito.ru/orenburg/avtomobili/vaz_lada_priora_1.6_mt_2011_167000km_3326534512
ВАЗ (LADA);2110;2002;200000;Седан;69999.0;https://www.avito.ru/glazov/avtomobili/vaz_lada_2110_1.5_mt_2002_200000km_3292650000
ВАЗ (LADA);2114 Samara;2013;141560;Хетчбэк;320000.0;https://www.avito.ru/sochi/avtomobili/vaz_lada_2114_samara_1.6_mt_2013_141560km_3299423507
УАЗ;Patriot;2006;152000;Внедорожник;580000.0;https://www.avito.ru/sevastopol/avtomobili/uaz_patriot_2.7_mt_2006_152000km_1717365608
ВАЗ (LADA);Kalina;2012;207300;Универсал;299999.0;https://www.avito.ru/orenburg/avtomobili/vaz_lada_kalina_1.6_mt_2012_207300km_3342686524
ВАЗ (LADA);Priora;2011;260000;Хетчбэк;400000.0;https://www.avito.ru/kursk/avtomobili/vaz_lada_priora_1.6_mt_2011_260000km_3343227410
ВАЗ (LADA);Priora;2012;165000;Седан;499999.0;https://www.avito.ru/moskovskaya_oblast_chehov/avtomobili/vaz_lada_priora_1.6_mt_2012_165000km_3311284165
ВАЗ (LADA);2107;2001;55000;Седан;90000.0;https://www.avito.ru/nizhniy_novgorod/avtomobili/vaz_lada_2107_1.5_mt_2001_55000km_3361650159
ВАЗ (LADA);Priora;2009;231000;Хетчбэк;315000.0;https://www.avito.ru/ulyanovsk/avtomobili/vaz_lada_priora_1.6_mt_2009_231000km_3418905435
ВАЗ (LADA);2114 Samara;2005;250000;Хетчбэк;130000.0;https://www.avito.ru/mineralnye_vody/avtomobili/vaz_lada_2114_samara_1.5_mt_2005_250000km_3335602372
ВАЗ (LADA);Kalina;2007;199000;Седан;170000.0;https://www.avito.ru/nizhniy_novgorod/avtomobili/vaz_lada_kalina_1.6_mt_2007_199000km_3208608811
ВАЗ (LADA);2114 Samara;2013;200000;Хетчбэк;310000.0;https://www.avito.ru/nizhniy_novgorod/avtomobili/vaz_lada_2114_samara_1.6_mt_2013_200000km_3467985729
ВАЗ (LADA);Kalina;2010;136000;Хетчбэк;170000.0;https://www.avito.ru/molochnyy/avtomobili/vaz_lada_kalina_1.6_mt_2010_136000km_3412656793
ГАЗ;ГАЗель 3302;2007;252000;Фургон;670000.0;https://www.avito.ru/ryazan/avtomobili/gaz_gazel_3302_2.4_mt_2007_252000km_3231286548
ВАЗ (LADA);2112;2006;345000;Хетчбэк;150000.0;https://www.avito.ru/kopeysk/avtomobili/vaz_lada_2112_1.6_mt_2006_345000km_3468203725
ВАЗ (LADA);2107;2007;96007;Седан;117777.0;https://www.avito.ru/novokuznetsk/avtomobili/vaz_lada_2107_1.6_mt_2007_96007km_3360984708
ВАЗ (LADA);Priora;2011;260000;Седан;380000.0;https://www.avito.ru/groznyy/avtomobili/vaz_lada_priora_1.6_mt_2011_260000km_3419291554
ВАЗ (LADA);Priora;2008;240000;Седан;235000.0;https://www.avito.ru/tambov/avtomobili/vaz_lada_priora_1.6_mt_2008_240000km_3386641408
ВАЗ (LADA);2114 Samara;2004;190000;Хетчбэк;120000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/vaz_lada_2114_samara_1.5_mt_2004_190000km_3296561827
ВАЗ (LADA);Vesta;2016;64700;Седан;850000.0;https://www.avito.ru/pskov/avtomobili/vaz_lada_vesta_1.6_mt_2016_64700km_3398471614
ВАЗ (LADA);Priora;2012;150000;Седан;320000.0;https://www.avito.ru/staryy_oskol/avtomobili/vaz_lada_priora_1.6_mt_2012_150000km_3498245361
ВАЗ (LADA);Largus Cross;2018;51800;Универсал;1280000.0;https://www.avito.ru/volgograd/avtomobili/vaz_lada_largus_cross_1.6_mt_2018_51800km_3388818735
ВАЗ (LADA);2115 Samara;2005;211000;Седан;160000.0;https://www.avito.ru/belgorod/avtomobili/vaz_lada_2115_samara_1.5_mt_2005_211000km_3341726179
ВАЗ (LADA);Granta;2012;140000;Седан;328000.0;https://www.avito.ru/pamyati_13_bortsov/avtomobili/vaz_lada_granta_1.6_mt_2012_140000km_3287683823
ВАЗ (LADA);Kalina;2012;99800;Универсал;380000.0;https://www.avito.ru/kemerovo/avtomobili/vaz_lada_kalina_1.6_mt_2012_99800km_3208572358
ВАЗ (LADA);2114 Samara;2005;200000;Хетчбэк;140000.0;https://www.avito.ru/astrahan/avtomobili/vaz_lada_2114_samara_1.5_mt_2005_200000km_3468188257
ВАЗ (LADA);2112;2005;309252;Хетчбэк;159000.0;https://www.avito.ru/barnaul/avtomobili/vaz_lada_2112_1.6_mt_2005_309252km_3267462667
ВАЗ (LADA);2110;2005;217000;Седан;145000.0;https://www.avito.ru/krasnoyarsk/avtomobili/vaz_lada_2110_1.6_mt_2005_217000km_3681805117
ВАЗ (LADA);2114 Samara;2013;145700;Хетчбэк;230000.0;https://www.avito.ru/yaroslavl/avtomobili/vaz_lada_2114_samara_1.6_mt_2013_145700km_3272712349
ГАЗ;ГАЗель 3302;2007;287000;Фургон;385000.0;https://www.avito.ru/saratov/avtomobili/gaz_gazel_3302_2.5_mt_2007_287000km_3190277977
УАЗ;3962;2012;59542;Микроавтобус;850000.0;https://www.avito.ru/irkutskaya_oblast_homutovo/avtomobili/uaz_3962_2012_2625348523
ВАЗ (LADA);21099;1999;86000;Седан;280000.0;https://www.avito.ru/sochi/avtomobili/vaz_lada_21099_1.5_mt_1999_86000km_3363733775
ВАЗ (LADA);2106;2004;63760;Седан;260000.0;https://www.avito.ru/nizhnevartovsk/avtomobili/vaz_lada_2106_1.6_mt_2004_63760km_3255475125
ВАЗ (LADA);2112;2006;296737;Хетчбэк;1350000.0;https://www.avito.ru/novopokrovskaya/avtomobili/vaz_lada_2112_1.6_mt_2006_296737km_2326056220
ВАЗ (LADA);4x4 (Нива);2014;130000;Внедорожник;380000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_4x4_niva_1.6_mt_2014_130000km_3281354799
ВАЗ (LADA);Granta;2016;333333;Седан;430000.0;https://www.avito.ru/voronezh/avtomobili/vaz_lada_granta_1.6_mt_2016_333333km_3147103981
УАЗ;31514;1994;89941;Внедорожник;199000.0;https://www.avito.ru/balashov/avtomobili/uaz_31514_2.4_mt_1994_89941km_3396924335
ВАЗ (LADA);Kalina;2016;97852;Универсал;675000.0;https://www.avito.ru/tula/avtomobili/vaz_lada_kalina_1.6_mt_2016_97852km_3220776858
ВАЗ (LADA);Granta;2016;62000;Седан;680000.0;https://www.avito.ru/krasnodar/avtomobili/vaz_lada_granta_1.6_mt_2016_62000km_3553819572
ВАЗ (LADA);Granta;2014;90396;Седан;499000.0;https://www.avito.ru/dzerzhinsk/avtomobili/vaz_lada_granta_1.6_mt_2014_90396km_3331743966
ВАЗ (LADA);2114 Samara;2011;83300;Хетчбэк;290000.0;https://www.avito.ru/sarapul/avtomobili/vaz_lada_2114_samara_1.6_mt_2011_83300km_3443320646
ВАЗ (LADA);Granta;2022;7400;Седан;800000.0;https://www.avito.ru/verbilki/avtomobili/vaz_lada_granta_1.6_mt_2022_7400km_3211241191
ВАЗ (LADA);2114 Samara;2012;195000;Хетчбэк;220000.0;https://www.avito.ru/pestretsy/avtomobili/vaz_lada_2114_samara_1.6_mt_2012_195000km_3569848763
ВАЗ (LADA);2114 Samara;2008;330000;Хетчбэк;175000.0;https://www.avito.ru/moskovskaya_oblast_bogorodskoe/avtomobili/vaz_lada_2114_samara_1.6_mt_2008_330000km_3210988386
ВАЗ (LADA);2109;1999;197000;Хетчбэк;110000.0;https://www.avito.ru/velikiy_novgorod/avtomobili/vaz_lada_2109_1.5_mt_1999_197000km_3253834841
ВАЗ (LADA);4x4 (Нива);2010;190000;Внедорожник;360000.0;https://www.avito.ru/starobaltachevo/avtomobili/vaz_lada_4x4_niva_1.7_mt_2010_190000km_3376015971
ВАЗ (LADA);XRAY Cross;2018;55471;Хетчбэк;1170000.0;https://www.avito.ru/magadan/avtomobili/vaz_lada_xray_cross_1.8_mt_2018_55471km_3388969319
ГАЗ;ГАЗель 3221;2006;240000;Микроавтобус;185000.0;https://www.avito.ru/bronnitsy/avtomobili/gaz_gazel_3221_2.4_mt_2006_240000km_3190700419
ВАЗ (LADA);Priora;2007;213000;Седан;210000.0;https://www.avito.ru/sankt-peterburg/avtomobili/vaz_lada_priora_1.6_mt_2007_213000km_2533603336
ВАЗ (LADA);Kalina;2008;106600;Седан;300000.0;https://www.avito.ru/maykop/avtomobili/vaz_lada_kalina_1.6_mt_2008_106600km_3248933667
ГАЗ;24 Волга;1990;50201;Седан;430000.0;https://www.avito.ru/salehard/avtomobili/gaz_24_volga_2.4_mt_1990_50201km_2450582448
ВАЗ (LADA);Priora;2010;140000;Универсал;379000.0;https://www.avito.ru/petrozavodsk/avtomobili/vaz_lada_priora_1.6_mt_2010_140000km_3365423258
ВАЗ (LADA);Granta;2019;111333;Универсал;625000.0;https://www.avito.ru/tarko-sale/avtomobili/vaz_lada_granta_1.6_mt_2019_111333km_3334818949
ВАЗ (LADA);Priora;2010;200000;Хетчбэк;300000.0;https://www.avito.ru/vyazma/avtomobili/vaz_lada_priora_1.6_mt_2010_200000km_3389046075
ВАЗ (LADA);Granta;2019;71000;Хетчбэк;672000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_granta_1.6_mt_2019_71000km_3386947651
ВАЗ (LADA);4x4 (Нива);2013;108000;Внедорожник;440000.0;https://www.avito.ru/rostovskaya_oblast_aksay/avtomobili/vaz_lada_4x4_niva_1.7_mt_2013_108000km_3388717699
ВАЗ (LADA);Priora;2010;113000;Седан;380000.0;https://www.avito.ru/volgogradskaya_oblast_volzhskiy/avtomobili/vaz_lada_priora_1.6_mt_2010_113000km_3064642851
ВАЗ (LADA);Vesta;2017;100000;Седан;900000.0;https://www.avito.ru/bataysk/avtomobili/vaz_lada_vesta_1.6_mt_2017_100000km_3347199010
ВАЗ (LADA);4x4 (Нива);2012;86348;Внедорожник;210000.0;https://www.avito.ru/saratov/avtomobili/vaz_lada_4x4_niva_1.7_mt_2012_86348km_3096216815
ВАЗ (LADA);Priora;2011;125000;Хетчбэк;333000.0;https://www.avito.ru/yoshkar-ola/avtomobili/vaz_lada_priora_1.6_mt_2011_125000km_3466074878
ГАЗ;ГАЗель 3302;2013;217000;Фургон;1350000.0;https://www.avito.ru/lipetsk/avtomobili/gaz_gazel_3302_2.8_mt_2013_217000km_3157160616
ВАЗ (LADA);Priora;2008;185000;Хетчбэк;190000.0;https://www.avito.ru/uhta/avtomobili/vaz_lada_priora_1.6_mt_2008_185000km_3296300430
ВАЗ (LADA);Kalina;2008;210000;Хетчбэк;170000.0;https://www.avito.ru/samarskaya_oblast_volzhskiy/avtomobili/vaz_lada_kalina_1.4_mt_2008_210000km_3311027631
ВАЗ (LADA);Granta;2013;200000;Седан;600000.0;https://www.avito.ru/nizhniy_dzhengutay/avtomobili/vaz_lada_granta_1.6_at_2013_200000km_3376619616
ВАЗ (LADA);Granta;2019;80000;Седан;820000.0;https://www.avito.ru/orenburg/avtomobili/vaz_lada_granta_1.6_mt_2019_80000km_3443233936
УАЗ;Hunter;2010;24500;Внедорожник;700000.0;https://www.avito.ru/vad/avtomobili/uaz_hunter_2.7_mt_2010_24500km_3273279989
ВАЗ (LADA);Granta;2016;100000;Седан;489000.0;https://www.avito.ru/samara/avtomobili/vaz_lada_granta_1.6_mt_2016_100000km_3366085039
ВАЗ (LADA);2106;1997;62000;Седан;450000.0;https://www.avito.ru/sochi/avtomobili/vaz_lada_2106_1.6_mt_1997_62_000_km_2627064243
УАЗ;2206;2019;11580;Микроавтобус;900000.0;https://www.avito.ru/himki/avtomobili/uaz_2206_2.7_mt_2019_11580km_3199258447
ВАЗ (LADA);4x4 (Нива);2006;146000;Внедорожник;357000.0;https://www.avito.ru/tomsk/avtomobili/vaz_lada_4x4_niva_1.7_mt_2006_146000km_3232607074
ВАЗ (LADA);2115 Samara;2005;185000;Седан;100000.0;https://www.avito.ru/vurnary/avtomobili/vaz_lada_2115_samara_1.5_mt_2005_185000km_3386726111
ВАЗ (LADA);Granta;2014;104000;Седан;449000.0;https://www.avito.ru/saratov/avtomobili/vaz_lada_granta_1.6_mt_2014_104000km_2463599615
ВАЗ (LADA);2112;2007;250000;Хетчбэк;157000.0;https://www.avito.ru/orenburg/avtomobili/vaz_lada_2112_1.6_mt_2007_250000km_3012036501
ВАЗ (LADA);Priora;2007;252000;Седан;260000.0;https://www.avito.ru/ekaterinburg/avtomobili/vaz_lada_priora_1.6_mt_2007_252000km_3304904396
ВАЗ (LADA);Kalina;2009;121200;Универсал;325000.0;https://www.avito.ru/sharya/avtomobili/vaz_lada_kalina_1.6_mt_2009_121200km_3292339205
ВАЗ (LADA);2112;2006;196000;Хетчбэк;179000.0;https://www.avito.ru/samara/avtomobili/vaz_lada_2112_1.6_mt_2006_196000km_3397889417
ВАЗ (LADA);Granta;2013;116000;Седан;459000.0;https://www.avito.ru/chelyabinsk/avtomobili/vaz_lada_granta_1.6_mt_2013_116000km_3299269713
ВАЗ (LADA);2114 Samara;2010;250000;Хетчбэк;195000.0;https://www.avito.ru/engels/avtomobili/vaz_lada_2114_samara_1.6_mt_2010_250000km_3416599328
УАЗ;Patriot;2018;50000;Внедорожник;1100000.0;https://www.avito.ru/anapa/avtomobili/uaz_patriot_2.7_mt_2018_50000km_3171754660
ВАЗ (LADA);Vesta;2021;20000;Седан;1250000.0;https://www.avito.ru/kaliningrad/avtomobili/vaz_lada_vesta_1.6_cvt_2021_20000km_3097782691
ГАЗ;ГАЗель 33023;2005;150000;Фургон;500000.0;https://www.avito.ru/moskva/avtomobili/gaz_gazel_33023_2005_2286952039
ГАЗ;ГАЗель 3302;2003;192000;Фургон;420000.0;https://www.avito.ru/novosibirsk/avtomobili/gaz_gazel_3302_2.3_mt_2003_192000km_3305020868
ВАЗ (LADA);Largus;2014;493840;Универсал;550000.0;https://www.avito.ru/kurskaya_oblast_zheleznogorsk/avtomobili/vaz_lada_largus_1.6_mt_2014_493840km_3397069476
ВАЗ (LADA);2121 (4x4) Urban;2018;29990;Внедорожник;990000.0;https://www.avito.ru/penza/avtomobili/vaz_lada_2121_4x4_urban_1.7_mt_2018_29990km_3681785549
ВАЗ (LADA);Granta;2014;167000;Хетчбэк;470000.0;https://www.avito.ru/penza/avtomobili/vaz_lada_granta_1.6_mt_2014_167000km_3412150520
ВАЗ (LADA);4x4 (Нива);2013;90000;Внедорожник;450000.0;https://www.avito.ru/dobrinka/avtomobili/vaz_lada_4x4_niva_1.7_mt_2013_90000km_3334947947
ВАЗ (LADA);21099;1997;99000;Седан;150000.0;https://www.avito.ru/derbent/avtomobili/vaz_lada_21099_1.3_mt_1997_99000km_2562375526
ВАЗ (LADA);2107;2010;12262;Седан;175000.0;https://www.avito.ru/kazan/avtomobili/vaz_lada_2107_1.6_mt_2010_12262km_3682473148
ВАЗ (LADA);Priora;2007;290000;Седан;345000.0;https://www.avito.ru/simferopol/avtomobili/vaz_lada_priora_1.6_mt_2007_290000km_3418519970
ГАЗ;Соболь 2217;2003;156000;Микроавтобус;420000.0;https://www.avito.ru/kuzmolovskiy/avtomobili/gaz_sobol_2217_2.3_mt_2003_156000km_3296678496
ВАЗ (LADA);Vesta;2017;199500;Седан;650000.0;https://www.avito.ru/petushki/avtomobili/vaz_lada_vesta_1.6_mt_2017_199500km_3273041154
ГАЗ;ГАЗель 2705;2013;80000;Фургон;1250000.0;https://www.avito.ru/asbest/avtomobili/gaz_gazel_2705_2.9_mt_2013_80000km_2881356437
ВАЗ (LADA);2104;2005;78000;Универсал;60000.0;https://www.avito.ru/ryazan/avtomobili/vaz_lada_2104_1.5_mt_2005_78000km_3442845753
ВАЗ (LADA);2113 Samara;2010;147000;Хетчбэк;250000.0;https://www.avito.ru/rostov-na-donu/avtomobili/vaz_lada_2113_samara_1.6_mt_2010_147000km_3296673425
ВАЗ (LADA);2107;2006;131000;Седан;76000.0;https://www.avito.ru/vologda/avtomobili/vaz_lada_2107_1.5_mt_2006_131000km_3321680467
ВАЗ (LADA);Priora;2013;72000;Седан;600000.0;https://www.avito.ru/nizhnevartovsk/avtomobili/vaz_lada_priora_1.6_mt_2013_72000km_3443131266
ГАЗ;ГАЗель Next;2017;186000;Фургон;1790000.0;https://www.avito.ru/astrahan/avtomobili/gaz_gazel_next_2.7_mt_2017_186000km_2831266033
Vortex;Estina;2008;50000;Седан;400000.0;https://www.avito.ru/michurinsk/avtomobili/vortex_estina_2.0_mt_2008_50000km_3490028520
ВАЗ (LADA);Priora;2011;175000;Седан;330000.0;https://www.avito.ru/samara/avtomobili/vaz_lada_priora_1.6_mt_2011_175000km_3033142060
ВАЗ (LADA);Priora;2011;303959;Хетчбэк;220000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_priora_1.6_mt_2011_303959km_3376530786
ВАЗ (LADA);Granta;2019;69500;Седан;720000.0;https://www.avito.ru/saratov/avtomobili/vaz_lada_granta_1.6_mt_2019_69500km_3649867398
ВАЗ (LADA);Priora;2008;252000;Седан;220000.0;https://www.avito.ru/kanash/avtomobili/vaz_lada_priora_1.6_mt_2008_252000km_3387237916
ВАЗ (LADA);4x4 (Нива);2012;145000;Внедорожник;305000.0;https://www.avito.ru/mokshan/avtomobili/vaz_lada_4x4_niva_1.7_mt_2012_145000km_2738997395
ВАЗ (LADA);Niva Legend;2023;9200;Внедорожник;945000.0;https://www.avito.ru/serebryanye_prudy/avtomobili/vaz_lada_niva_legend_1.7_mt_2023_9200km_3194076162
ВАЗ (LADA);2115 Samara;2006;276656;Седан;165000.0;https://www.avito.ru/lyubinskiy/avtomobili/vaz_lada_2115_samara_1.5_mt_2006_276656km_3418822957
ВАЗ (LADA);Priora;2012;255000;Седан;421000.0;https://www.avito.ru/astrahan/avtomobili/vaz_lada_priora_1.6_mt_2012_255000km_3389220593
ВАЗ (LADA);2110;2002;19300;Седан;135000.0;https://www.avito.ru/samara/avtomobili/vaz_lada_2110_1.5_mt_2002_19300km_3386470929
ВАЗ (LADA);2104;1996;79673;Универсал;70000.0;https://www.avito.ru/omsk/avtomobili/vaz_lada_2104_1.5_mt_1996_79673km_3311067014
ВАЗ (LADA);XRAY;2016;90000;Хетчбэк;850000.0;https://www.avito.ru/astrahanskaya_oblast_znamensk/avtomobili/vaz_lada_xray_1.8_amt_2016_90000km_3276739753
ВАЗ (LADA);2108;1999;158014;Хетчбэк;175000.0;https://www.avito.ru/nizhniy_tagil/avtomobili/vaz_lada_2108_1.5_mt_1999_158014km_3296018594
ВАЗ (LADA);Priora;2014;140000;Хетчбэк;680000.0;https://www.avito.ru/morshansk/avtomobili/vaz_lada_priora_2014_1916579980
ВАЗ (LADA);Priora;2010;210000;Седан;360000.0;https://www.avito.ru/kostroma/avtomobili/vaz_lada_priora_1.6_mt_2010_210000km_3189180166
ВАЗ (LADA);2110;2001;320000;Седан;100000.0;https://www.avito.ru/ostrogozhsk/avtomobili/vaz_lada_2110_1.5_mt_2001_320000km_3335077738
ВАЗ (LADA);4x4 (Нива);2005;100000;Внедорожник;350000.0;https://www.avito.ru/ryazan/avtomobili/vaz_lada_4x4_niva_1.7_mt_2005_100000km_3682052160
ВАЗ (LADA);Priora;2009;187000;Седан;349349.0;https://www.avito.ru/nizhnekamsk/avtomobili/vaz_lada_priora_1.6_mt_2009_187000km_3334974823
ВАЗ (LADA);Granta;2016;71569;Седан;520000.0;https://www.avito.ru/kirovskaya_oblast_kirov/avtomobili/vaz_lada_granta_1.6_mt_2016_71569km_3618128485
ВАЗ (LADA);Largus;2013;158167;Универсал;800000.0;https://www.avito.ru/ulyanovsk/avtomobili/vaz_lada_largus_1.6_mt_2013_158167km_3303446664
ВАЗ (LADA);2115 Samara;2003;200000;Седан;100000.0;https://www.avito.ru/moskva/avtomobili/vaz_lada_2115_samara_1.5_mt_2003_200000km_3130733810
ВАЗ (LADA);Granta;2014;108000;Седан;350000.0;https://www.avito.ru/penza/avtomobili/vaz_lada_granta_1.6_mt_2014_108000km_2373973772
ВАЗ (LADA);2113 Samara;2006;218169;Хетчбэк;177000.0;https://www.avito.ru/smolenskoe/avtomobili/vaz_lada_2113_samara_1.5_mt_2006_218169km_3384390163
ВАЗ (LADA);Granta;2012;198205;Седан;395000.0;https://www.avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/vaz_lada_granta_1.6_mt_2012_198205km_3178910832
ГАЗ;ГАЗель 33023;2012;220000;Фургон;1500000.0;https://www.avito.ru/gudermes/avtomobili/gaz_gazel_33023_2.9_mt_2012_220000km_3321385806
ГАЗ;3110 Волга;1997;270000;Седан;85000.0;https://www.avito.ru/kamyshlov/avtomobili/gaz_3110_volga_2.4_mt_1997_270000km_3154530771
ВАЗ (LADA);Largus;2018;153000;Универсал;750000.0;https://www.avito.ru/kaspiysk/avtomobili/vaz_lada_largus_1.6_mt_2018_153000km_3143948315
ВАЗ (LADA);Priora;2008;274000;Седан;210000.0;https://www.avito.ru/saratov/avtomobili/vaz_lada_priora_1.6_mt_2008_274000km_3266794425
ВАЗ (LADA);2115 Samara;2003;270000;Седан;180000.0;https://www.avito.ru/sochi/avtomobili/vaz_lada_2115_samara_1.5_mt_2003_270000km_3177714308
ВАЗ (LADA);2104;2011;55643;Универсал;225000.0;https://www.avito.ru/smolensk/avtomobili/vaz_lada_2104_1.6_mt_2011_55643km_3388913818
УАЗ;Patriot;2016;350000;Внедорожник;930000.0;https://www.avito.ru/islamey/avtomobili/uaz_patriot_2.7_mt_2016_350000km_3380429828
ВАЗ (LADA);2109;2003;190550;Хетчбэк;460000.0;https://www.avito.ru/prohladnyy/avtomobili/vaz_lada_2109_1.5_mt_2003_190550km_3289531794
ВАЗ (LADA);Vesta Cross;2019;111000;Универсал;1100000.0;https://www.avito.ru/orsk/avtomobili/vaz_lada_vesta_cross_1.8_mt_2019_111000km_3313453995
ВАЗ (LADA);2110;2006;218000;Седан;180000.0;https://www.avito.ru/lyantor/avtomobili/vaz_lada_2110_1.6_mt_2006_218000km_3365799578
ВАЗ (LADA);2107;2009;63123;Седан;130000.0;https://www.avito.ru/kishpek/avtomobili/vaz_lada_2107_1.5_mt_2009_63123km_3340337216
